Date,Team,name_clean,Status,InjuryCategory
1998-03-13,Blazers,Damon Stoudamire,Relinquished,Ankle/Foot
1998-03-13,Celtics,Pervis Ellison,Relinquished,Ankle/Foot
1998-03-13,Clippers,James Collins,Relinquished,Back
1998-03-13,Hawks,Drew Barry,Relinquished,Ankle/Foot
1998-03-13,Sonics,David Wingate,Relinquished,Muscular
1998-03-15,Lakers,Shea Seals,Relinquished,Back
1998-03-16,Blazers,Carlos Rogers,Relinquished,Knee
1998-03-16,Heat,Antonio Lang,Relinquished,Knee
1998-03-16,Nuggets,Harold Ellis,Relinquished,Knee
1998-03-16,Pacers,Mark West,Relinquished,Knee
1998-03-17,Bulls,Luc Longley,Relinquished,Knee
1998-03-17,Timberwolves,Chris Carr,Relinquished,Ankle/Foot
1998-03-19,Hornets,Travis Williams,Relinquished,Ankle/Foot
1998-03-19,Nets,Don Maclean,Relinquished,Knee
1998-03-23,76ers,Kebu Stewart,Relinquished,Knee
1998-03-23,Raptors,Sharone Wright,Relinquished,Arm/Hand
1998-03-25,Celtics,Bruce Bowen,Relinquished,Ankle/Foot
1998-03-26,Blazers,Rick Brunson,Relinquished,Arm/Hand
1998-03-27,Grizzlies,Sam Mack,Relinquished,Ankle/Foot
1998-03-27,Heat,P.J. Brown,Relinquished,Ankle/Foot
1998-03-28,Bulls,Joe Kleine,Relinquished,Knee
1998-03-29,Clippers,Eric Piatkowski,Relinquished,Muscular
1998-03-29,Raptors,Roy Rogers,Relinquished,Knee
1998-03-30,Hawks,Christian Laettner,Relinquished,Ankle/Foot
1998-03-30,Spurs,Chuck Person,Relinquished,Back
1998-04-03,Rockets,Matt Bullard,Relinquished,Ankle/Foot
1998-04-03,Rockets,Rodrick Rhodes,Relinquished,Arm/Hand
1998-04-04,Bulls,Toni Kukoc,Relinquished,Ankle/Foot
1998-04-07,Heat,Antonio Lang,Relinquished,Knee
1998-04-07,Heat,Rex Walters,Relinquished,Knee
1998-04-09,Bulls,Luc Longley,Relinquished,Knee
1998-04-09,Suns,Danny Manning,Relinquished,Knee
1998-04-11,Knicks,Ben Davis,Relinquished,Ankle/Foot
1998-04-13,Pacers,Austin Croshere,Relinquished,Ankle/Foot
1998-04-14,Nuggets,Joe Wolf,Relinquished,Arm/Hand
1998-04-14,Rockets,Charles Barkley,Relinquished,Muscular
1998-04-15,Bulls,Keith Booth,Relinquished,Back
1998-04-15,Nets,Jayson Williams,Relinquished,Arm/Hand
1998-04-16,Blazers,John Crotty,Relinquished,Knee
1998-04-16,Magic,Kevin Edwards,Relinquished,Arm/Hand
1998-04-17,Heat,Brent Barry,Relinquished,Ankle/Foot
1998-04-17,Heat,Dan Majerle,Relinquished,Muscular
1998-04-17,Sonics,Dale Ellis,Relinquished,Muscular
1998-04-18,Heat,Tim Hardaway Sr.,Relinquished,Knee
1998-04-18,Suns,Rex Chapman,Relinquished,Muscular
1998-04-19,Nets,Michael Cage,Relinquished,Muscular
1998-04-19,Rockets,Brent Price,Relinquished,Knee
1999-02-03,Cavaliers,Ryan Stack,Relinquished,Arm/Hand
1999-02-03,Heat,Terry Mills,Relinquished,Knee
1999-02-03,Timberwolves,Trevor Winter,Relinquished,Knee
1999-02-03,Wizards,Evric Gray,Relinquished,Head
1999-02-04,Blazers,Art Long,Relinquished,Knee
1999-02-04,Bulls,Charles Jones,Relinquished,Ankle/Foot
1999-02-04,Clippers,Brian Skinner,Relinquished,Knee
1999-02-04,Clippers,Scott Brooks,Relinquished,Knee
1999-02-04,Grizzlies,Makhtar Ndiaye,Relinquished,Knee
1999-02-04,Heat,Amal Mccaskill,Relinquished,Back
1999-02-04,Hornets,Glen Rice,Relinquished,Arm/Hand
1999-02-04,Magic,Jonathan Kerner,Relinquished,Back
1999-02-04,Mavericks,Ansu Sesay,Relinquished,Ankle/Foot
1999-02-04,Pacers,Haywoode Workman,Relinquished,Muscular
1999-02-04,Pacers,Mate Skelin,Relinquished,Knee
1999-02-04,Pistons,Christian Laettner,Relinquished,Ankle/Foot
1999-02-04,Pistons,Korleone Young,Relinquished,Back
1999-02-04,Raptors,Negele Knight,Relinquished,Ankle/Foot
1999-02-04,Rockets,Antoine Carr,Relinquished,Knee
1999-02-04,Suns,Horacio Llamas,Relinquished,Ankle/Foot
1999-02-10,Magic,Derek Strong,Relinquished,Ankle/Foot
1999-02-13,Sonics,Billy Owens,Relinquished,Arm/Hand
1999-02-16,76ers,Anthony Parker,Relinquished,Ankle/Foot
1999-02-16,Nets,Lucious Harris,Relinquished,Back
1999-02-17,Bucks,Jerald Honeycutt,Relinquished,Muscular
1999-02-17,Celtics,Marlon Garnett,Relinquished,Ankle/Foot
1999-02-17,Lakers,Sam Jacobson,Relinquished,Arm/Hand
1999-02-17,Magic,Gerald Wilkins,Relinquished,Ankle/Foot
1999-02-17,Magic,Miles Simon,Relinquished,Knee
1999-02-17,Rockets,Charles Barkley,Relinquished,Knee
1999-02-17,Spurs,Will Perdue,Relinquished,Ankle/Foot
1999-02-18,Cavaliers,Zydrunas Ilgauskas,Relinquished,Ankle/Foot
1999-02-18,Jazz,Thurl Bailey,Relinquished,Back
1999-02-18,Mavericks,Erick Strickland,Relinquished,Muscular
1999-02-19,Blazers,Bonzi Wells,Relinquished,Ankle/Foot
1999-02-19,Blazers,John Crotty,Relinquished,Muscular
1999-02-19,Blazers,Nikita Morgunov,Relinquished,Knee
1999-02-19,Bulls,Bill Wennington,Relinquished,Back
1999-02-19,Bulls,Corey Benjamin,Relinquished,Muscular
1999-02-19,Celtics,Walter Mccarty,Relinquished,Ankle/Foot
1999-02-19,Clippers,Stojko Vrankovic,Relinquished,Back
1999-02-19,Grizzlies,J.R. Henderson,Relinquished,Knee
1999-02-19,Hornets,Joe Wolf,Relinquished,Arm/Hand
1999-02-19,Kings,Oliver Miller,Relinquished,Back
1999-02-19,Knicks,Ben Davis,Relinquished,Back
1999-02-19,Lakers,Tyronn Lue,Relinquished,Back
1999-02-19,Nets,Lucious Harris,Relinquished,Back
1999-02-19,Pacers,Derrick Mckey,Relinquished,Knee
1999-02-19,Pacers,Mark Pope,Relinquished,Ankle/Foot
1999-02-19,Pistons,Steve Henson,Relinquished,Back
1999-02-19,Raptors,Paul Rogers,Relinquished,Ankle/Foot
1999-02-19,Raptors,Sean Marks,Relinquished,Back
1999-02-19,Sonics,Jelani Mccoy,Relinquished,Back
1999-02-19,Spurs,Brandon Williams,Relinquished,Ankle/Foot
1999-02-19,Suns,Gerald Brown,Relinquished,Knee
1999-02-19,Suns,Toby Bailey,Relinquished,Knee
1999-02-19,Timberwolves,Paul Grant,Relinquished,Knee
1999-02-19,Timberwolves,Reggie Jordan,Relinquished,Back
1999-02-22,Hawks,Steve Smith,Relinquished,Knee
1999-02-23,Nets,Rony Seikaly,Relinquished,Ankle/Foot
1999-02-24,Lakers,Ruben Patterson,Relinquished,Knee
1999-02-25,Nuggets,Raef Lafrentz,Relinquished,Knee
1999-02-25,Rockets,Stanley Roberts,Relinquished,Muscular
1999-02-26,Mavericks,Cedric Ceballos,Relinquished,Arm/Hand
1999-02-27,Bulls,Cory Carr,Relinquished,Back
1999-02-27,Bulls,Keith Booth,Relinquished,Muscular
1999-02-27,Clippers,Jerome Richardson,Relinquished,Ankle/Foot
1999-02-27,Clippers,Michael Olowokandi,Relinquished,Ankle/Foot
1999-02-28,Rockets,Eddie Johnson,Relinquished,Back
1999-03-01,Celtics,Dwayne Schintzius,Relinquished,Knee
1999-03-01,Sonics,James Cotton,Relinquished,Muscular
1999-03-02,Clippers,Stojko Vrankovic,Relinquished,Back
1999-03-02,Rockets,Antoine Carr,Relinquished,Knee
1999-03-02,Suns,Marko Milic,Relinquished,Knee
1999-03-03,Blazers,Carlos Rogers,Relinquished,Knee
1999-03-05,Knicks,David Wingate,Relinquished,Knee
1999-03-05,Magic,Danny Schayes,Relinquished,Muscular
1999-03-08,Bulls,Charles Jones,Relinquished,Muscular
1999-03-08,Magic,Miles Simon,Relinquished,Knee
1999-03-08,Warriors,Duane Ferrell,Relinquished,Knee
1999-03-09,Bulls,Rusty Larue,Relinquished,Ankle/Foot
1999-03-10,Clippers,Brian Skinner,Relinquished,Knee
1999-03-10,Clippers,Sherman Douglas,Relinquished,Muscular
1999-03-11,Grizzlies,Tony Massenburg,Relinquished,Arm/Hand
1999-03-11,Raptors,Negele Knight,Relinquished,Back
1999-03-12,Blazers,John Crotty,Relinquished,Muscular
1999-03-12,Nets,Eric Murdock,Relinquished,Knee
1999-03-12,Timberwolves,Malik Sealy,Relinquished,Ankle/Foot
1999-03-13,Hawks,Laphonso Ellis,Relinquished,Back
1999-03-14,Mavericks,Robert Pack,Relinquished,Muscular
1999-03-14,Pistons,Charles O'Bannon,Relinquished,Knee
1999-03-14,Wizards,Jahidi White,Relinquished,Knee
1999-03-15,Magic,Jonathan Kerner,Relinquished,Back
1999-03-16,Pistons,Korleone Young,Relinquished,Back
1999-03-16,Raptors,Micheal Williams,Relinquished,Ankle/Foot
1999-03-16,Timberwolves,Anthony Peeler,Relinquished,Muscular
1999-03-17,Timberwolves,Trevor Winter,Relinquished,Back
1999-03-18,Bulls,Andrew Lang,Relinquished,Knee
1999-03-19,Clippers,Jerome Richardson,Relinquished,Ankle/Foot
1999-03-20,Celtics,Ronald Jones,Relinquished,Knee
1999-03-20,Grizzlies,Lee Mayberry,Relinquished,Knee
1999-03-22,Bucks,Sam Cassell,Relinquished,Ankle/Foot
1999-03-22,Celtics,Eric Riley,Relinquished,Ankle/Foot
1999-03-22,Nets,Jim Mcilvaine,Relinquished,Arm/Hand
1999-03-22,Pistons,Joe Dumars,Relinquished,Muscular
1999-03-22,Rockets,Matt Maloney,Relinquished,Arm/Hand
1999-03-23,Cavaliers,Ryan Stack,Relinquished,Back
1999-03-23,Clippers,Sherman Douglas,Relinquished,Muscular
1999-03-23,Grizzlies,Doug West,Relinquished,Ankle/Foot
1999-03-23,Heat,Marty Conlon,Relinquished,Arm/Hand
1999-03-23,Magic,Gerald Wilkins,Relinquished,Muscular
1999-03-23,Nets,Scott Burrell,Relinquished,Ankle/Foot
1999-03-23,Sonics,Vin Baker,Relinquished,Arm/Hand
1999-03-25,Bulls,Ron Harper,Relinquished,Knee
1999-03-26,Grizzlies,Bryant Reeves,Relinquished,Knee
1999-03-26,Sonics,Don Maclean,Relinquished,Back
1999-03-27,76ers,Rick Mahorn,Relinquished,Ankle/Foot
1999-03-28,Suns,Rex Chapman,Relinquished,Ankle/Foot
1999-03-29,Mavericks,Bruno Sundov,Relinquished,Arm/Hand
1999-03-30,Mavericks,Robert Pack,Relinquished,Muscular
1999-03-31,Pistons,Charles O'Bannon,Relinquished,Knee
1999-04-01,Wizards,Tracy Murray,Relinquished,Ankle/Foot
1999-04-02,Celtics,Bruce Bowen,Relinquished,Arm/Hand
1999-04-02,Hawks,Steve Smith,Relinquished,Knee
1999-04-02,Magic,Nick Anderson,Relinquished,Muscular
1999-04-05,Lakers,Travis Knight,Relinquished,Ankle/Foot
1999-04-06,Blazers,Jermaine O'Neal,Relinquished,Ankle/Foot
1999-04-06,Clippers,Keith Closs,Relinquished,Knee
1999-04-06,Sonics,Billy Owens,Relinquished,Knee
1999-04-07,Rockets,Brent Price,Relinquished,Knee
1999-04-07,Spurs,Andrew Gaze,Relinquished,Ankle/Foot
1999-04-07,Suns,Toby Bailey,Relinquished,Knee
1999-04-07,Timberwolves,Terrell Brandon,Relinquished,Knee
1999-04-08,Sonics,Drew Barry,Relinquished,Back
1999-04-09,Bulls,Brent Barry,Relinquished,Ankle/Foot
1999-04-11,Pistons,Korleone Young,Relinquished,Back
1999-04-12,Pacers,Fred Hoiberg,Relinquished,Back
1999-04-12,Wizards,Juwan Howard,Relinquished,Ankle/Foot
1999-04-13,Blazers,Brian Shaw,Relinquished,Knee
1999-04-13,Heat,Theodore Edwards,Relinquished,Ankle/Foot
1999-04-14,Blazers,Carlos Rogers,Relinquished,Knee
1999-04-14,Cavaliers,Derek Anderson,Relinquished,Knee
1999-04-14,Celtics,Eric Riley,Relinquished,Ankle/Foot
1999-04-14,Magic,Miles Simon,Relinquished,Knee
1999-04-17,Mavericks,Robert Pack,Relinquished,Arm/Hand
1999-04-21,Celtics,Kenny Anderson,Relinquished,Muscular
1999-04-21,Heat,Rex Walters,Relinquished,Knee
1999-04-21,Rockets,Othella Harrington,Relinquished,Ankle/Foot
1999-04-21,Timberwolves,Malik Sealy,Relinquished,Ankle/Foot
1999-04-21,Timberwolves,Reggie Jordan,Relinquished,Ankle/Foot
1999-04-23,Bulls,Charles Jones,Relinquished,Knee
1999-04-23,Clippers,Darrick Martin,Relinquished,Knee
1999-04-23,Knicks,Ben Davis,Relinquished,Back
1999-04-24,Knicks,Mirsad Turkcan,Relinquished,Muscular
1999-04-25,76ers,Doug Overton,Relinquished,Back
1999-04-25,Bulls,Charles Jones,Relinquished,Knee
1999-04-26,Cavaliers,Brevin Knight,Relinquished,Arm/Hand
1999-04-27,Nets,Keith Van Horn,Relinquished,Arm/Hand
1999-04-27,Pistons,Khalid Reeves,Relinquished,Back
1999-04-27,Sonics,Rashard Lewis,Relinquished,Back
1999-04-28,Suns,Gerald Brown,Relinquished,Knee
1999-04-30,Warriors,Jason Caffey,Relinquished,Ankle/Foot
1999-05-01,Bucks,Dell Curry,Relinquished,Back
1999-05-01,Timberwolves,Dennis Scott,Relinquished,Knee
1999-05-02,Heat,Marty Conlon,Relinquished,Arm/Hand
1999-05-03,Bulls,Randy Brown,Relinquished,Ankle/Foot
1999-05-04,Bucks,Glenn Robinson,Relinquished,Knee
1999-05-04,Bucks,Vinny Del Negro,Relinquished,Ankle/Foot
1999-05-04,Cavaliers,Corie Blount,Relinquished,Knee
1999-05-04,Celtics,Greg Minor,Relinquished,Back
1999-05-04,Heat,Alonzo Mourning,Relinquished,Back
1999-05-04,Knicks,Patrick Ewing,Relinquished,Ankle/Foot
1999-05-04,Rockets,Anthony Miller,Relinquished,Knee
1999-05-04,Timberwolves,Bill Curley,Relinquished,Arm/Hand
1999-05-06,Hornets,Eddie Jones,Relinquished,Arm/Hand
1999-05-11,Clippers,Michael Olowokandi,Relinquished,Knee
1999-05-18,Hornets,David Wesley,Relinquished,Knee
1999-05-18,Suns,Rex Chapman,Relinquished,Ankle/Foot
1999-05-19,Kings,Corliss Williamson,Relinquished,Ankle/Foot
1999-05-21,Mavericks,Dirk Nowitzki,Relinquished,Surgery
1999-07-06,Knicks,Charlie Ward,Relinquished,Knee
1999-07-17,Hawks,Roshown Mcleod,Relinquished,Knee
1999-07-30,Kings,Tariq Abdul Wahad,Relinquished,Knee
1999-09-17,Warriors,Erick Dampier,Relinquished,Knee
1999-09-21,Timberwolves,Joe Smith,Relinquished,Ankle/Foot
1999-11-01,76ers,Matt Geiger,Relinquished,Knee
1999-11-01,76ers,Stanley Roberts,Relinquished,Arm/Hand
1999-11-01,76ers,Theo Ratliff,Relinquished,Ankle/Foot
1999-11-01,Blazers,Brian Grant,Relinquished,Knee
1999-11-01,Blazers,Gary Grant,Relinquished,Muscular
1999-11-01,Blazers,Nikita Morgunov,Relinquished,Ankle/Foot
1999-11-01,Bucks,Darvin Ham,Relinquished,Ankle/Foot
1999-11-01,Bucks,Rafer Alston,Relinquished,Ankle/Foot
1999-11-01,Bulls,B.J. Armstrong,Relinquished,Knee
1999-11-01,Bulls,Corey Benjamin,Relinquished,Ankle/Foot
1999-11-01,Bulls,Lari Ketner,Relinquished,Arm/Hand
1999-11-01,Cavaliers,A.J. Bramlett,Relinquished,Back
1999-11-01,Cavaliers,Lamond Murray,Relinquished,Knee
1999-11-01,Cavaliers,Zydrunas Ilgauskas,Relinquished,Ankle/Foot
1999-11-01,Celtics,Danny Fortson,Relinquished,Ankle/Foot
1999-11-01,Celtics,Greg Minor,Relinquished,Back
1999-11-01,Celtics,Marty Conlon,Relinquished,Ankle/Foot
1999-11-01,Grizzlies,Antoine Carr,Relinquished,Knee
1999-11-01,Grizzlies,Dennis Scott,Relinquished,Muscular
1999-11-01,Grizzlies,Grant Long,Relinquished,Knee
1999-11-01,Hawks,Laphonso Ellis,Relinquished,Muscular
1999-11-01,Heat,Harold Jamison,Relinquished,Muscular
1999-11-01,Heat,Otis Thorpe,Relinquished,Arm/Hand
1999-11-01,Heat,Tim James,Relinquished,Ankle/Foot
1999-11-01,Hornets,Eldridge Recasner,Relinquished,Arm/Hand
1999-11-01,Hornets,Ricky Davis,Relinquished,Knee
1999-11-01,Hornets,Tyrone Grant,Relinquished,Arm/Hand
1999-11-01,Jazz,Bakari Hendrix,Relinquished,Knee
1999-11-01,Kings,Bill Wennington,Relinquished,Back
1999-11-01,Kings,Ryan Robertson,Relinquished,Knee
1999-11-01,Knicks,David Wingate,Relinquished,Knee
1999-11-01,Knicks,Patrick Ewing,Relinquished,Ankle/Foot
1999-11-01,Lakers,John Celestand,Relinquished,Knee
1999-11-01,Lakers,Kobe Bryant,Relinquished,Arm/Hand
1999-11-01,Lakers,Robert Horry,Relinquished,Knee
1999-11-01,Magic,Anthony Parker,Relinquished,Knee
1999-11-01,Magic,Armon Gilliam,Relinquished,Back
1999-11-01,Magic,Derek Strong,Relinquished,Ankle/Foot
1999-11-01,Mavericks,Bruno Sundov,Relinquished,Back
1999-11-01,Mavericks,Gary Trent,Relinquished,Muscular
1999-11-01,Mavericks,John Williams,Relinquished,Back
1999-11-01,Mavericks,John Williams,Relinquished,Back
1999-11-01,Nets,Evan Eschmeyer,Relinquished,Arm/Hand
1999-11-01,Nets,Jayson Williams,Relinquished,Knee
1999-11-01,Nets,Kerry Kittles,Relinquished,Knee
1999-11-01,Nuggets,Chauncey Billups,Relinquished,Ankle/Foot
1999-11-01,Nuggets,Chris Herren,Relinquished,Arm/Hand
1999-11-01,Nuggets,Ronald Jones,Relinquished,Back
1999-11-01,Pacers,Derrick Mckey,Relinquished,Ankle/Foot
1999-11-01,Pacers,Jonathan Bender,Relinquished,Arm/Hand
1999-11-01,Pistons,Jermaine Jackson,Relinquished,Knee
1999-11-01,Pistons,Mikki Moore,Relinquished,Back
1999-11-01,Raptors,Dee Brown,Relinquished,Knee
1999-11-01,Raptors,Sean Marks,Relinquished,Knee
1999-11-01,Rockets,Matt Bullard,Relinquished,Knee
1999-11-01,Sonics,Chuck Person,Relinquished,Ankle/Foot
1999-11-01,Sonics,Emanual Davis,Relinquished,Arm/Hand
1999-11-01,Sonics,Lazaro Borrell,Relinquished,Knee
1999-11-01,Spurs,Derrick Dial,Relinquished,Back
1999-11-01,Spurs,Felton Spencer,Relinquished,Ankle/Foot
1999-11-01,Suns,Corie Blount,Relinquished,Knee
1999-11-01,Suns,Gerald Brown,Relinquished,Knee
1999-11-01,Suns,Toby Bailey,Relinquished,Muscular
1999-11-01,Timberwolves,Andrae Patterson,Relinquished,Knee
1999-11-01,Timberwolves,Danny Schayes,Relinquished,Knee
1999-11-01,Timberwolves,Lou Roe,Relinquished,Knee
1999-11-01,Warriors,Erick Dampier,Relinquished,Knee
1999-11-01,Wizards,Calvin Booth,Relinquished,Muscular
1999-11-01,Wizards,Lorenzo Williams,Relinquished,Knee
1999-11-01,Wizards,Reggie Jordan,Relinquished,Knee
1999-11-05,Raptors,Aleksandar Radojevic,Relinquished,Knee
1999-11-11,Mavericks,Leon Smith,Relinquished,Back
1999-11-11,Sonics,Fred Vinson,Relinquished,Knee
1999-11-12,76ers,Tyrone Hill,Relinquished,Arm/Hand
1999-11-13,Pistons,John Crotty,Relinquished,Muscular
1999-11-14,Grizzlies,Doug West,Relinquished,Ankle/Foot
1999-11-15,Lakers,Tyronn Lue,Relinquished,Knee
1999-11-15,Magic,Matt Harpring,Relinquished,Ankle/Foot
1999-11-15,Nets,Michael Cage,Relinquished,Back
1999-11-15,Sonics,Jelani Mccoy,Relinquished,Ankle/Foot
1999-11-15,Warriors,Jason Caffey,Relinquished,Ankle/Foot
1999-11-16,Blazers,Joe Kleine,Relinquished,Arm/Hand
1999-11-16,Heat,Clarence Weatherspoon,Relinquished,Muscular
1999-11-16,Nuggets,Johnny Taylor,Relinquished,Knee
1999-11-16,Raptors,Sean Marks,Relinquished,Knee
1999-11-17,Bulls,Dickey Simpkins,Relinquished,Ankle/Foot
1999-11-17,Bulls,Fred Hoiberg,Relinquished,Knee
1999-11-17,Wizards,Laron Profit,Relinquished,Knee
1999-11-20,Rockets,Thomas Hamilton,Relinquished,Back
1999-11-22,76ers,Stanley Roberts,Relinquished,Back
1999-11-22,Blazers,Bonzi Wells,Relinquished,Knee
1999-11-24,76ers,Allen Iverson,Relinquished,Arm/Hand
1999-11-24,Magic,Earl Boykins,Relinquished,Knee
1999-11-24,Nets,Kendall Gill,Relinquished,Ankle/Foot
1999-11-24,Nuggets,Chris Herren,Relinquished,Arm/Hand
1999-11-26,Pistons,Jermaine Jackson,Relinquished,Knee
1999-11-27,Bulls,Lari Ketner,Relinquished,Knee
1999-11-27,Knicks,Larry Johnson,Relinquished,Back
1999-11-29,Rockets,Hakeem Olajuwon,Relinquished,Muscular
1999-11-29,Warriors,Tim Young,Relinquished,Ankle/Foot
1999-11-30,Cavaliers,Trajan Langdon,Relinquished,Knee
1999-11-30,Heat,Tim Hardaway Sr.,Relinquished,Knee
1999-12-01,Blazers,Jermaine O'Neal,Relinquished,Ankle/Foot
1999-12-01,Bulls,Lari Ketner,Relinquished,Knee
1999-12-01,Lakers,Devean George,Relinquished,Knee
1999-12-01,Mavericks,Erick Strickland,Relinquished,Arm/Hand
1999-12-02,Sonics,Chuck Person,Relinquished,Ankle/Foot
1999-12-02,Sonics,Shammond Williams,Relinquished,Arm/Hand
1999-12-02,Spurs,Samaki Walker,Relinquished,Ankle/Foot
1999-12-02,Warriors,Donyell Marshall,Relinquished,Knee
1999-12-03,76ers,Nazr Mohammed,Relinquished,Back
1999-12-03,Nets,Michael Cage,Relinquished,Back
1999-12-04,Mavericks,Erick Strickland,Relinquished,Arm/Hand
1999-12-05,Knicks,Demarco Johnson,Relinquished,Ankle/Foot
1999-12-05,Sonics,Fred Vinson,Relinquished,Knee
1999-12-05,Suns,Shawn Marion,Relinquished,Knee
1999-12-06,Heat,Harold Jamison,Relinquished,Muscular
1999-12-07,Kings,Jon Barry,Relinquished,Back
1999-12-07,Pacers,Zan Tabak,Relinquished,Back
1999-12-08,Bulls,Toni Kukoc,Relinquished,Back
1999-12-09,Wizards,Richard Hamilton,Relinquished,Arm/Hand
1999-12-10,Knicks,Rick Brunson,Relinquished,Ankle/Foot
1999-12-10,Lakers,Travis Knight,Relinquished,Ankle/Foot
1999-12-10,Nets,Gheorghe Muresan,Relinquished,Knee
1999-12-10,Rockets,Charles Barkley,Relinquished,Knee
1999-12-11,76ers,Kevin Ollie,Relinquished,Knee
1999-12-11,Blazers,Joe Kleine,Relinquished,Arm/Hand
1999-12-11,Sonics,Lazaro Borrell,Relinquished,Knee
1999-12-11,Spurs,Felton Spencer,Relinquished,Back
1999-12-12,Celtics,Paul Pierce,Relinquished,Ankle/Foot
1999-12-14,Hawks,Roshown Mcleod,Relinquished,Muscular
1999-12-15,Bulls,Hersey Hawkins,Relinquished,Muscular
1999-12-15,Nets,Gheorghe Muresan,Relinquished,Knee
1999-12-17,Bulls,Randy Brown,Relinquished,Knee
1999-12-17,Clippers,Brian Skinner,Relinquished,Ankle/Foot
1999-12-17,Timberwolves,Dean Garrett,Relinquished,Knee
1999-12-17,Warriors,Daron Blaylock,Relinquished,Muscular
1999-12-17,Warriors,Terry Cummings,Relinquished,Muscular
1999-12-18,Grizzlies,Antoine Carr,Relinquished,Ankle/Foot
1999-12-18,Mavericks,Robert Pack,Relinquished,Ankle/Foot
1999-12-18,Nuggets,Chauncey Billups,Relinquished,Arm/Hand
1999-12-20,76ers,Theo Ratliff,Relinquished,Ankle/Foot
1999-12-20,Blazers,Gary Grant,Relinquished,Knee
1999-12-20,Magic,Anthony Parker,Relinquished,Back
1999-12-21,Kings,Bill Wennington,Relinquished,Back
1999-12-21,Suns,Anfernee Hardaway,Relinquished,Ankle/Foot
1999-12-22,Cavaliers,Danny Ferry,Relinquished,Muscular
1999-12-22,Hornets,Eddie Jones,Relinquished,Arm/Hand
1999-12-22,Nuggets,Chauncey Billups,Relinquished,Arm/Hand
1999-12-22,Sonics,Jelani Mccoy,Relinquished,Ankle/Foot
1999-12-25,Lakers,John Celestand,Relinquished,Knee
1999-12-26,Celtics,Walter Mccarty,Relinquished,Ankle/Foot
1999-12-26,Grizzlies,Doug West,Relinquished,Arm/Hand
1999-12-26,Raptors,Dell Curry,Relinquished,Muscular
1999-12-27,Wizards,Laron Profit,Relinquished,Knee
1999-12-28,Nets,Sherman Douglas,Relinquished,Ankle/Foot
1999-12-30,Timberwolves,Bobby Jackson,Relinquished,Knee
1999-12-30,Timberwolves,Wally Szczerbiak,Relinquished,Knee
2000-01-03,Bulls,Fred Hoiberg,Relinquished,Muscular
2000-01-05,Grizzlies,Cherokee Parks,Relinquished,Muscular
2000-01-05,Sonics,Lazaro Borrell,Relinquished,Knee
2000-01-07,Cavaliers,Trajan Langdon,Relinquished,Knee
2000-01-07,Rockets,Tony Massenburg,Relinquished,Muscular
2000-01-07,Sonics,Vernon Maxwell,Relinquished,Knee
2000-01-07,Timberwolves,Andrae Patterson,Relinquished,Knee
2000-01-09,76ers,Jumaine Jones,Relinquished,Ankle/Foot
2000-01-09,Celtics,Adrian Griffin,Relinquished,Ankle/Foot
2000-01-09,Warriors,Chris Mills,Relinquished,Ankle/Foot
2000-01-09,Warriors,John Starks,Relinquished,Knee
2000-01-10,Bulls,B.J. Armstrong,Relinquished,Knee
2000-01-10,Nuggets,Roy Rogers,Relinquished,Knee
2000-01-12,Grizzlies,Obinna Ekezie,Relinquished,Ankle/Foot
2000-01-12,Magic,Monty Williams,Relinquished,Back
2000-01-13,Rockets,Kelvin Cato,Relinquished,Arm/Hand
2000-01-19,Wizards,Gerard King,Relinquished,Arm/Hand
2000-01-21,Nets,Michael Cage,Relinquished,Ankle/Foot
2000-01-22,Rockets,Carlos Rogers,Relinquished,Arm/Hand
2000-01-22,Suns,Mark West,Relinquished,Back
2000-01-24,Blazers,Antonio Harvey,Relinquished,Knee
2000-01-24,Spurs,Chucky Brown,Relinquished,Back
2000-01-25,Celtics,Eric Williams,Relinquished,Knee
2000-01-25,Mavericks,Gary Trent,Relinquished,Muscular
2000-01-25,Spurs,Marcus Brown,Relinquished,Back
2000-01-25,Warriors,Tim Young,Relinquished,Ankle/Foot
2000-01-26,Raptors,Sean Marks,Relinquished,Knee
2000-01-28,Hawks,Dion Glover,Relinquished,Knee
2000-01-28,Knicks,Andrew Lang,Relinquished,Muscular
2000-01-28,Nuggets,Ryan Bowen,Relinquished,Ankle/Foot
2000-01-30,Heat,Tim James,Relinquished,Back
2000-01-31,Grizzlies,Antoine Carr,Relinquished,Ankle/Foot
2000-02-01,Magic,Derek Strong,Relinquished,Back
2000-02-01,Nuggets,Chris Herren,Relinquished,Knee
2000-02-01,Pacers,Al Harrington,Relinquished,Back
2000-02-01,Warriors,Terry Cummings,Relinquished,Muscular
2000-02-02,Wizards,Michael Smith,Relinquished,Arm/Hand
2000-02-07,Cavaliers,Cedric Henderson,Relinquished,Arm/Hand
2000-02-08,Celtics,Doug Overton,Relinquished,Ankle/Foot
2000-02-08,Hornets,Michael Hawkins,Relinquished,Knee
2000-02-08,Suns,Todd Day,Relinquished,Back
2000-02-09,Knicks,Marcus Camby,Relinquished,Knee
2000-02-09,Suns,Oliver Miller,Relinquished,Ankle/Foot
2000-02-15,Bulls,Corey Benjamin,Relinquished,Ankle/Foot
2000-02-16,Bucks,Darvin Ham,Relinquished,Knee
2000-02-16,Wizards,Reggie Jordan,Relinquished,Knee
2000-02-18,Magic,Chauncey Billups,Relinquished,Arm/Hand
