Date,Team,name_clean,Status,InjuryCategory
2020-12-25,Bucks,Mamadi Diakite,Relinquished,Illness
2020-12-25,Celtics,Robert Williams Iii,Relinquished,Illness
2020-12-26,Cavaliers,Dylan Windler,Relinquished,Arm/Hand
2020-12-26,Grizzlies,De'Anthony Melton,Relinquished,Illness
2020-12-26,Heat,Jimmy Butler,Relinquished,Ankle/Foot
2020-12-26,Hornets,Cody Zeller,Relinquished,Arm/Hand
2020-12-26,Knicks,Immanuel Quickley,Relinquished,Back
2020-12-26,Knicks,Obi Toppin,Relinquished,Muscular
2020-12-26,Cavaliers,Kevin Love,Relinquished,Muscular
2020-12-27,Cavaliers,Isaac Okoro,Relinquished,Ankle/Foot
2020-12-27,Hawks,Kris Dunn,Relinquished,Ankle/Foot
2020-12-27,Knicks,Dennis Smith Jr.,Relinquished,Muscular
2020-12-27,Lakers,Anthony Davis,Relinquished,Muscular
2020-12-27,Pacers,Victor Oladipo,Relinquished,Knee
2020-12-27,Pistons,Blake Griffin,Relinquished,Knee
2020-12-27,Timberwolves,Karl Anthony Towns,Relinquished,Arm/Hand
2020-12-27,Timberwolves,Left Wrist Injury,Relinquished,Arm/Hand
2020-12-28,76ers,Furkan Korkmaz,Relinquished,Muscular
2020-12-28,Lakers,Kostas Antetokounmpo,Relinquished,Knee
2020-12-28,Nets,Spencer Dinwiddie,Relinquished,Knee
2020-12-29,Grizzlies,Ja Morant,Relinquished,Ankle/Foot
2020-12-29,Timberwolves,Josh Okogie,Relinquished,Muscular
2020-12-30,Blazers,Gary Trent Jr.,Relinquished,Muscular
2020-12-30,Celtics,Javonte Green,Relinquished,Illness
2020-12-30,Celtics,Tristan Thompson,Relinquished,Muscular
2020-12-30,Kings,Daquan Jeffries,Relinquished,Ankle/Foot
2020-12-30,Knicks,Frank Ntilikina,Relinquished,Knee
2020-12-30,Pacers,T.J. Warren,Relinquished,Ankle/Foot
2020-12-30,Rockets,Mason Jones,Relinquished,Ankle/Foot
2020-12-30,Spurs,Lamarcus Aldridge,Relinquished,Knee
2020-12-31,Bulls,Chandler Hutchison,Relinquished,Illness
2020-12-31,Bulls,Lauri Markkanen,Relinquished,Illness
2020-12-31,Bulls,Ryan Arcidiacono,Relinquished,Illness
2020-12-31,Bulls,Tomas Satoransky,Relinquished,Illness
2020-12-31,Hawks,Rajon Rondo,Relinquished,Knee
2020-12-31,Magic,Terrence Ross,Relinquished,Muscular
2020-12-31,Pistons,Blake Griffin,Relinquished,Head
2020-12-31,Suns,Jalen Smith,Relinquished,Ankle/Foot
2021-01-01,Heat,Gabe Vincent,Relinquished,Knee
2021-01-01,Kings,Tyrese Haliburton,Relinquished,Arm/Hand
2021-01-01,Magic,Chuma Okeke,Relinquished,Knee
2021-01-01,Nuggets,Michael Porter Jr.,Relinquished,Illness
2021-01-02,76ers,Mike Scott,Relinquished,Knee
2021-01-02,Blazers,Rodney Hood,Relinquished,Muscular
2021-01-02,Hawks,Danilo Gallinari,Relinquished,Ankle/Foot
2021-01-02,Knicks,Alec Burks,Relinquished,Ankle/Foot
2021-01-02,Magic,Evan Fournier,Relinquished,Back
2021-01-02,Pelicans,Sindarius Thornwell,Relinquished,Illness
2021-01-02,Spurs,Derrick White,Relinquished,Ankle/Foot
2021-01-03,Bucks,Sam Merrill,Relinquished,Ankle/Foot
2021-01-03,Lakers,Kentavious Caldwell Pope,Relinquished,Ankle/Foot
2021-01-03,Thunder,Aleksej Pokusevski,Relinquished,Head
2021-01-04,Bucks,Pat Connaughton,Relinquished,Muscular
2021-01-04,Celtics,Jeff Teague,Relinquished,Ankle/Foot
2021-01-04,Celtics,Marcus Smart,Relinquished,Arm/Hand
2021-01-04,Nets,Kevin Durant,Relinquished,Illness
2021-01-04,Pistons,Josh Jackson,Relinquished,Ankle/Foot
2021-01-04,Rockets,Danuel House Jr.,Relinquished,Back
2021-01-05,Cavaliers,Dante Exum,Relinquished,Muscular
2021-01-05,Hawks,Rajon Rondo,Relinquished,Knee
2021-01-05,Jazz,Juwan Morgan,Relinquished,Illness
2021-01-05,Magic,Michael Carter Williams,Relinquished,Ankle/Foot
2021-01-05,Pacers,Jalen Lecque,Relinquished,Ankle/Foot
2021-01-06,Knicks,Nerlens Noel,Relinquished,Ankle/Foot
2021-01-06,Mavericks,Trey Burke,Relinquished,Illness
2021-01-06,Pistons,Killian Hayes,Relinquished,Back
2021-01-07,76ers,Seth Curry,Relinquished,Ankle/Foot
2021-01-07,Nets,Reggie Perry,Relinquished,Muscular
2021-01-07,Spurs,Drew Eubanks,Relinquished,Illness
2021-01-07,Suns,Jalen Smith,Relinquished,Illness
2021-01-08,76ers,Seth Curry,Relinquished,Illness
2021-01-08,Celtics,Grant Williams,Relinquished,Illness
2021-01-08,Celtics,Robert Williams Iii,Relinquished,Illness
2021-01-08,Celtics,Tristan Thompson,Relinquished,Illness
2021-01-08,Jazz,Joe Ingles,Relinquished,Ankle/Foot
2021-01-08,Lakers,Anthony Davis,Relinquished,Muscular
2021-01-08,Magic,Markelle Fultz,Relinquished,Knee
2021-01-08,Mavericks,Dorian Finney Smith,Relinquished,Illness
2021-01-08,Mavericks,Jalen Brunson,Relinquished,Illness
2021-01-08,Mavericks,Josh Richardson,Relinquished,Illness
2021-01-08,Nets,Tyler Johnson,Relinquished,Illness
2021-01-08,Rockets,Brodric Thomas,Relinquished,Ankle/Foot
2021-01-09,76ers,Ben Simmons,Relinquished,Knee
2021-01-09,76ers,Joel Embiid,Relinquished,Back
2021-01-09,76ers,Tobias Harris,Relinquished,Illness
2021-01-09,Bucks,Giannis Antetokounmpo,Relinquished,Back
2021-01-09,Heat,Gabe Vincent,Relinquished,Knee
2021-01-10,Bulls,Otto Porter Jr.,Relinquished,Back
2021-01-10,Hawks,Bogdan Bogdanovic,Relinquished,Knee
2021-01-10,Lakers,Jared Dudley,Relinquished,Muscular
2021-01-10,Mavericks,Maximilian Kleber,Relinquished,Illness
2021-01-10,Pistons,Derrick Rose,Relinquished,Knee
2021-01-10,Timberwolves,Karl Anthony Towns,Relinquished,Arm/Hand
2021-01-11,Cavaliers,Darius Garland,Relinquished,Arm/Hand
2021-01-11,Heat,Goran Dragic,Relinquished,Illness
2021-01-11,Heat,K.Z. Okpala,Relinquished,Illness
2021-01-11,Heat,Kendrick Nunn,Relinquished,Illness
2021-01-11,Heat,Maurice Harkless,Relinquished,Illness
2021-01-11,Knicks,Reggie Bullock,Relinquished,Back
2021-01-11,Rockets,Danuel House Jr.,Relinquished,Illness
2021-01-11,Wizards,Russell Westbrook,Relinquished,Muscular
2021-01-11,Wizards,Thomas Bryant,Relinquished,Knee
2021-01-12,Jazz,Joe Ingles,Relinquished,Ankle/Foot
2021-01-12,Lakers,Wesley Matthews,Relinquished,Ankle/Foot
2021-01-12,Mavericks,Dwight Powell,Relinquished,Illness
2021-01-12,Pelicans,Lonzo Ball,Relinquished,Knee
2021-01-12,Warriors,Eric Paschall,Relinquished,Illness
2021-01-13,Pelicans,Zion Williamson,Relinquished,Illness
2021-01-14,76ers,Matisse Thybulle,Relinquished,Illness
2021-01-14,76ers,Shake Milton,Relinquished,Illness
2021-01-14,Bulls,Devon Dotson,Relinquished,Illness
2021-01-14,Bulls,Luke Kornet,Relinquished,Illness
2021-01-14,Celtics,Carsen Edwards,Relinquished,Illness
2021-01-14,Kings,Jahmi'Us Ramsey,Relinquished,Muscular
2021-01-14,Pacers,Victor Oladipo,Relinquished,Illness
2021-01-14,Timberwolves,Juancho Hernangomez,Relinquished,Illness
2021-01-15,76ers,Joel Embiid,Relinquished,Knee
2021-01-15,Celtics,Jayson Tatum,Relinquished,Illness
2021-01-15,Kings,Hassan Whiteside,Relinquished,Back
2021-01-16,Blazers,Jusuf Nurkic,Relinquished,Arm/Hand
2021-01-16,Heat,Avery Bradley,Relinquished,Illness
2021-01-16,Heat,Jimmy Butler,Relinquished,Illness
2021-01-16,Pistons,Frank Jackson,Relinquished,Ankle/Foot
2021-01-17,Celtics,Tacko Fall,Relinquished,Ankle/Foot
2021-01-17,Clippers,Serge Ibaka,Relinquished,Illness
2021-01-17,Grizzlies,Jonas Valanciunas,Relinquished,Illness
2021-01-17,Jazz,Elijah Hughes,Relinquished,Ankle/Foot
2021-01-17,Pacers,Jakarr Sampson,Relinquished,Back
2021-01-17,Pacers,Myles Turner,Relinquished,Arm/Hand
2021-01-17,Raptors,Alex Len,Relinquished,Illness
2021-01-17,Suns,Damian Jones,Relinquished,Illness
2021-01-17,Suns,Dario Saric,Relinquished,Illness
2021-01-18,Blazers,C.J. Mccollum,Relinquished,Ankle/Foot
2021-01-18,Bulls,Otto Porter Jr.,Relinquished,Back
2021-01-18,Bulls,Patrick Williams,Relinquished,Back
2021-01-18,Rockets,John Wall,Relinquished,Knee
2021-01-18,Timberwolves,Karl Anthony Towns,Relinquished,Illness
2021-01-18,Timberwolves,Ricky Rubio,Relinquished,Illness
2021-01-20,76ers,Mike Scott,Relinquished,Knee
2021-01-21,Knicks,Austin Rivers,Relinquished,Ankle/Foot
2021-01-21,Rockets,Christian Wood,Relinquished,Ankle/Foot
2021-01-21,Thunder,Josh Hall,Relinquished,Illness
2021-01-22,Bulls,Adam Mokoka,Relinquished,Head
2021-01-22,Bulls,Devon Dotson,Relinquished,Illness
2021-01-22,Bulls,Wendell Carter Jr.,Relinquished,Muscular
2021-01-22,Celtics,Aaron Nesmith,Relinquished,Back
2021-01-22,Raptors,Kyle Lowry,Relinquished,Ankle/Foot
2021-01-23,Celtics,Payton Pritchard,Relinquished,Knee
2021-01-23,Pistons,Blake Griffin,Relinquished,Knee
2021-01-23,Pistons,Derrick Rose,Relinquished,Knee
2021-01-23,Rockets,Victor Oladipo,Relinquished,Muscular
2021-01-23,Timberwolves,D'Angelo Russell,Relinquished,Muscular
2021-01-24,Clippers,Marcus Morris,Relinquished,Illness
2021-01-24,Raptors,Pascal Siakam,Relinquished,Knee
2021-01-24,Wizards,Davis Bertans,Relinquished,Illness
2021-01-24,Wizards,Deni Avdija,Relinquished,Illness
2021-01-24,Wizards,Ishmael Smith,Relinquished,Illness
2021-01-24,Wizards,Rui Hachimura,Relinquished,Illness
2021-01-24,Wizards,Troy Brown Jr.,Relinquished,Illness
2021-01-25,76ers,Joel Embiid,Relinquished,Back
2021-01-25,Cavaliers,Larry Nance Jr.,Relinquished,Arm/Hand
2021-01-25,Celtics,Kemba Walker,Relinquished,Knee
2021-01-25,Clippers,Kawhi Leonard,Relinquished,Illness
2021-01-25,Clippers,Patrick Beverley,Relinquished,Knee
2021-01-25,Clippers,Paul George,Relinquished,Illness
2021-01-25,Hornets,Nick Richards,Relinquished,Ankle/Foot
2021-01-25,Thunder,George Hill,Relinquished,Arm/Hand
2021-01-26,Nuggets,P.J. Dozier,Relinquished,Muscular
2021-01-26,Timberwolves,Jarrett Culver,Relinquished,Ankle/Foot
2021-01-27,Cavaliers,Lamar Stevens,Relinquished,Muscular
2021-01-27,Hawks,Rajon Rondo,Relinquished,Ankle/Foot
2021-01-27,Heat,Chris Silva,Relinquished,Back
2021-01-27,Heat,Meyers Leonard,Relinquished,Arm/Hand
2021-01-27,Jazz,Derrick Favors,Relinquished,Back
2021-01-27,Jazz,Donovan Mitchell,Relinquished,Head
2021-01-27,Kings,Nemanja Bjelica,Relinquished,Back
2021-01-27,Pistons,Blake Griffin,Relinquished,Knee
2021-01-27,Raptors,Ogugua Anunoby,Relinquished,Muscular
2021-01-28,Lakers,Anthony Davis,Relinquished,Muscular
2021-01-29,Blazers,Derrick Jones Jr.,Relinquished,Ankle/Foot
2021-01-29,Blazers,Robert Covington,Relinquished,Head
2021-01-29,Grizzlies,Grayson Allen,Relinquished,Illness
2021-01-29,Grizzlies,Killian Tillie,Relinquished,Ankle/Foot
2021-01-29,Grizzlies,Sean Mcdermott,Relinquished,Arm/Hand
2021-01-29,Pelicans,Naji Marshall,Relinquished,Ankle/Foot
2021-01-29,Raptors,Norman Powell,Relinquished,Muscular
2021-01-30,Mavericks,Kristaps Porzingis,Relinquished,Knee
2021-01-30,Suns,Cameron Payne,Relinquished,Ankle/Foot
2021-01-31,Jazz,Udoka Azubuike,Relinquished,Ankle/Foot
2021-01-31,Nets,Iman Shumpert,Relinquished,Illness
2021-01-31,Wizards,Raulzinho Neto,Relinquished,Muscular
2021-02-01,Cavaliers,Larry Nance Jr.,Relinquished,Arm/Hand
2021-02-01,Hawks,De'Andre Hunter,Relinquished,Knee
2021-02-01,Hawks,Onyeka Okongwu,Relinquished,Ankle/Foot
2021-02-01,Magic,Aaron Gordon,Relinquished,Ankle/Foot
2021-02-01,Nuggets,Gary Harris,Relinquished,Muscular
2021-02-01,Pelicans,Steven Adams,Relinquished,Muscular
2021-02-02,Blazers,Nassir Little,Relinquished,Knee
2021-02-02,Celtics,Marcus Smart,Relinquished,Muscular
2021-02-02,Pistons,Jahlil Okafor,Relinquished,Knee
2021-02-02,Rockets,John Wall,Relinquished,Ankle/Foot
2021-02-02,Spurs,Lamarcus Aldridge,Relinquished,Back
2021-02-03,Bulls,Otto Porter Jr.,Relinquished,Back
2021-02-03,Celtics,Kemba Walker,Relinquished,Knee
2021-02-03,Spurs,Rudy Gay,Relinquished,Back
2021-02-04,76ers,Mike Scott,Relinquished,Knee
2021-02-04,76ers,Ben Simmons,Relinquished,Muscular
2021-02-04,Blazers,Damian Lillard,Relinquished,Muscular
2021-02-04,Hawks,Trae Young,Relinquished,Muscular
2021-02-04,Rockets,Victor Oladipo,Relinquished,Muscular
2021-02-05,Bulls,Adam Mokoka,Relinquished,Illness
2021-02-05,Celtics,Jaylen Brown,Relinquished,Knee
2021-02-05,Clippers,Paul George,Relinquished,Ankle/Foot
2021-02-05,Pistons,Derrick Rose,Relinquished,Knee
2021-02-05,Pistons,Wayne Ellington,Relinquished,Muscular
2021-02-05,Rockets,Christian Wood,Relinquished,Ankle/Foot
2021-02-05,Spurs,Lonnie Walker Iv,Relinquished,Illness
2021-02-05,Suns,Dario Saric,Relinquished,Ankle/Foot
2021-02-06,Bulls,Lauri Markkanen,Relinquished,Arm/Hand
2021-02-06,Jazz,Mike Conley Jr.,Relinquished,Muscular
2021-02-06,Knicks,Nerlens Noel,Relinquished,Knee
2021-02-06,Nets,Kevin Durant,Relinquished,Illness
2021-02-06,Nets,Kyrie Irving,Relinquished,Arm/Hand
2021-02-06,Nuggets,Facundo Campazzo,Relinquished,Knee
2021-02-06,Nuggets,Jamal Murray,Relinquished,Knee
2021-02-06,Timberwolves,D'Angelo Russell,Relinquished,Muscular
2021-02-07,Cavaliers,Larry Nance Jr.,Relinquished,Arm/Hand
2021-02-08,Bucks,Jrue Holiday,Relinquished,Illness
2021-02-08,Lakers,Alex Caruso,Relinquished,Arm/Hand
2021-02-08,Lakers,Anthony Davis,Relinquished,Ankle/Foot
2021-02-08,Nets,Iman Shumpert,Relinquished,Muscular
2021-02-09,Hawks,Rajon Rondo,Relinquished,Back
2021-02-09,Knicks,Frank Ntilikina,Relinquished,Illness
2021-02-09,Magic,Evan Fournier,Relinquished,Back
2021-02-09,Pistons,Dennis Smith Jr.,Relinquished,Illness
2021-02-09,Pistons,Frank Jackson,Relinquished,Illness
2021-02-09,Spurs,Derrick White,Relinquished,Ankle/Foot
2021-02-10,Raptors,Yuta Watanabe,Relinquished,Ankle/Foot
2021-02-11,76ers,Shake Milton,Relinquished,Ankle/Foot
2021-02-11,Blazers,C.J. Elleby,Relinquished,Illness
2021-02-11,Celtics,Robert Williams Iii,Relinquished,Back
2021-02-11,Pistons,Mason Plumlee,Relinquished,Arm/Hand
2021-02-12,Celtics,Kemba Walker,Relinquished,Knee
2021-02-12,Magic,Frank Mason,Relinquished,Muscular
2021-02-12,Pistons,Sekou Doumbouya,Relinquished,Head
2021-02-12,Rockets,Victor Oladipo,Relinquished,Ankle/Foot
2021-02-13,Hawks,Tony Snell,Relinquished,Ankle/Foot
2021-02-13,Knicks,Mitchell Robinson,Relinquished,Arm/Hand
2021-02-13,Spurs,Quinndary Weatherspoon,Relinquished,Illness
2021-02-13,Wizards,Ishmael Smith,Relinquished,Muscular
2021-02-14,Blazers,Rodney Hood,Relinquished,Ankle/Foot
2021-02-14,Nets,Kevin Durant,Relinquished,Muscular
2021-02-14,Pistons,Blake Griffin,Relinquished,Knee
2021-02-14,Suns,Jalen Smith,Relinquished,Illness
2021-02-15,Blazers,Harry Giles Iii,Relinquished,Muscular
2021-02-15,Bulls,Adam Mokoka,Relinquished,Illness
2021-02-15,Clippers,Nicolas Batum,Relinquished,Head
2021-02-15,Lakers,Anthony Davis,Relinquished,Ankle/Foot
2021-02-15,Nuggets,Paul Millsap,Relinquished,Knee
2021-02-16,Celtics,Daniel Theis,Relinquished,Arm/Hand
2021-02-16,Nets,Kyrie Irving,Relinquished,Back
2021-02-17,76ers,Ben Simmons,Relinquished,Illness
2021-02-17,Celtics,Kemba Walker,Relinquished,Knee
2021-02-17,Kings,Harrison Barnes,Relinquished,Ankle/Foot
2021-02-18,Kings,Chimezie Metu,Relinquished,Arm/Hand
2021-02-18,Lakers,Dennis Schröder,Relinquished,Illness
2021-02-18,Nuggets,Gary Harris,Relinquished,Muscular
2021-02-18,Raptors,Kyle Lowry,Relinquished,Ankle/Foot
2021-02-19,Bucks,Jaylen Adams,Relinquished,Illness
2021-02-19,Bulls,Adam Mokoka,Relinquished,Illness
2021-02-20,Grizzlies,Brandon Clarke,Relinquished,Muscular
2021-02-20,Kings,Glenn Robinson Iii,Relinquished,Knee
2021-02-21,Knicks,Austin Rivers,Relinquished,Illness
2021-02-21,Nets,Tyler Johnson,Relinquished,Muscular
2021-02-21,Nuggets,Jamychal Green,Relinquished,Arm/Hand
2021-02-21,Pistons,Delon Wright,Relinquished,Muscular
2021-02-22,Bulls,Adam Mokoka,Relinquished,Illness
2021-02-22,Mavericks,Kristaps Porzingis,Relinquished,Back
2021-02-22,Spurs,Keldon Johnson,Relinquished,Illness
2021-02-23,76ers,Seth Curry,Relinquished,Ankle/Foot
2021-02-23,Hawks,Cameron Reddish,Relinquished,Ankle/Foot
2021-02-23,Nets,Timothe Luwawu Cabarrot,Relinquished,Back
2021-02-24,Celtics,Kemba Walker,Relinquished,Knee
2021-02-24,Heat,Avery Bradley,Relinquished,Knee
2021-02-24,Kings,Hassan Whiteside,Relinquished,Illness
2021-02-24,Spurs,Devin Vassell,Relinquished,Illness
2021-02-24,Spurs,Rudy Gay,Relinquished,Illness
2021-02-25,Kings,Jabari Parker,Relinquished,Illness
2021-02-25,Knicks,Elfrid Payton,Relinquished,Muscular
2021-02-25,Thunder,Hamidou Diallo,Relinquished,Muscular
2021-02-26,76ers,Tobias Harris,Relinquished,Knee
2021-02-26,Grizzlies,Justise Winslow,Relinquished,Back
2021-02-26,Kings,Tyrese Haliburton,Relinquished,Muscular
2021-02-26,Pistons,Frank Jackson,Relinquished,Illness
2021-02-26,Raptors,Pascal Siakam,Relinquished,Illness
2021-02-27,Grizzlies,Grayson Allen,Relinquished,Head
2021-02-27,Jazz,Mike Conley Jr.,Relinquished,Muscular
2021-02-27,Nets,Kyrie Irving,Relinquished,Arm/Hand
2021-02-27,Thunder,Darius Miller,Relinquished,Illness
2021-02-28,Celtics,Jaylen Brown,Relinquished,Knee
2021-02-28,Knicks,Taj Gibson,Relinquished,Ankle/Foot
2021-02-28,Nuggets,R.J. Hampton,Relinquished,Illness
2021-03-01,Nets,Jeff Green,Relinquished,Arm/Hand
2021-03-01,Nets,Timothe Luwawu Cabarrot,Relinquished,Knee
2021-03-01,Nuggets,Facundo Campazzo,Relinquished,Illness
2021-03-01,Nuggets,Markus Howard,Relinquished,Illness
2021-03-02,Grizzlies,Kyle Anderson,Relinquished,Illness
2021-03-02,Knicks,Derrick Rose,Relinquished,Illness
2021-03-02,Lakers,Marc Gasol,Relinquished,Illness
2021-03-02,Raptors,Fred Vanvleet,Relinquished,Illness
2021-03-02,Raptors,Malachi Flynn,Relinquished,Illness
2021-03-02,Raptors,Ogugua Anunoby,Relinquished,Illness
2021-03-02,Raptors,Patrick Mccaw,Relinquished,Illness
2021-03-02,Spurs,Derrick White,Relinquished,Illness
2021-03-03,Hawks,Clint Capela,Relinquished,Ankle/Foot
2021-03-03,Lakers,Lebron James,Relinquished,Ankle/Foot
2021-03-03,Mavericks,Luka Doncic,Relinquished,Back
2021-03-03,Pistons,Jerami Grant,Relinquished,Muscular
2021-03-03,Warriors,Kelly Oubre Jr.,Relinquished,Arm/Hand
2021-03-03,Thunder,Josh Hall,Relinquished,Knee
2021-03-04,Suns,Cameron Johnson,Relinquished,Illness
2021-03-04,Warriors,Draymond Green,Relinquished,Ankle/Foot
2021-03-10,Nets,Blake Griffin,Relinquished,Knee
2021-03-10,Spurs,Lamarcus Aldridge,Relinquished,Illness
2021-03-10,Timberwolves,Jordan Mclaughlin,Relinquished,Illness
2021-03-11,76ers,Ben Simmons,Relinquished,Illness
2021-03-11,76ers,Joel Embiid,Relinquished,Illness
2021-03-11,Celtics,Romeo Langford,Relinquished,Illness
2021-03-11,Lakers,Kostas Antetokounmpo,Relinquished,Illness
2021-03-11,Magic,James Ennis Iii,Relinquished,Muscular
2021-03-11,Rockets,John Wall,Relinquished,Knee
2021-03-11,Rockets,Rodions Kurucs,Relinquished,Muscular
2021-03-11,Thunder,Darius Bazley,Relinquished,Arm/Hand
2021-03-12,Cavaliers,Darius Garland,Relinquished,Muscular
2021-03-12,Cavaliers,Taurean Prince,Relinquished,Arm/Hand
2021-03-12,Lakers,Jared Dudley,Relinquished,Knee
2021-03-12,Nuggets,Jamychal Green,Relinquished,Illness
2021-03-12,Rockets,Eric Gordon,Relinquished,Muscular
2021-03-12,Rockets,P.J. Tucker,Relinquished,Illness
2021-03-12,Thunder,Shai Gilgeous Alexander,Relinquished,Muscular
2021-03-13,76ers,Joel Embiid,Relinquished,Knee
2021-03-13,Bulls,Garrett Temple,Relinquished,Ankle/Foot
2021-03-13,Clippers,Patrick Beverley,Relinquished,Knee
2021-03-13,Knicks,Elfrid Payton,Relinquished,Muscular
2021-03-13,Nuggets,Monte Morris,Relinquished,Muscular
2021-03-14,Clippers,Mfiondu Kabengele,Relinquished,Illness
2021-03-14,Magic,Evan Fournier,Relinquished,Muscular
2021-03-14,Thunder,Sviatoslav Mykhailiuk,Relinquished,Illness
2021-03-15,Bucks,Axel Toupane,Relinquished,Illness
2021-03-15,Clippers,Serge Ibaka,Relinquished,Back
2021-03-15,Grizzlies,Justise Winslow,Relinquished,Back
2021-03-15,Mavericks,Dwight Powell,Relinquished,Illness
2021-03-15,Pacers,Jeremy Lamb,Relinquished,Knee
2021-03-15,Pistons,Wayne Ellington,Relinquished,Muscular
2021-03-15,Spurs,Keita Bates Diop,Relinquished,Muscular
2021-03-16,Cavaliers,Kevin Love,Relinquished,Muscular
2021-03-16,Celtics,Tristan Thompson,Relinquished,Illness
2021-03-16,Mavericks,James Johnson,Relinquished,Illness
2021-03-16,Rockets,David Nwaba,Relinquished,Arm/Hand
2021-03-16,Timberwolves,Jarrett Culver,Relinquished,Ankle/Foot
2021-03-17,Celtics,Kemba Walker,Relinquished,Knee
2021-03-17,Kings,Marvin Bagley Iii,Relinquished,Arm/Hand
2021-03-17,Warriors,Eric Paschall,Relinquished,Illness
2021-03-17,Warriors,James Wiseman,Relinquished,Illness
2021-03-18,Bulls,Devon Dotson,Relinquished,Illness
2021-03-18,Jazz,Mike Conley Jr.,Relinquished,Muscular
2021-03-18,Knicks,Immanuel Quickley,Relinquished,Ankle/Foot
2021-03-18,Mavericks,Willie Cauley Stein,Relinquished,Illness
2021-03-19,76ers,Seth Curry,Relinquished,Ankle/Foot
2021-03-19,Cavaliers,Javale Mcgee,Relinquished,Illness
2021-03-19,Hornets,Cody Zeller,Relinquished,Arm/Hand
2021-03-19,Kings,Jahmi'Us Ramsey,Relinquished,Muscular
2021-03-19,Magic,Michael Carter Williams,Relinquished,Illness
2021-03-19,Pacers,Jakarr Sampson,Relinquished,Knee
2021-03-19,Pistons,Rodney Mcgruder,Relinquished,Arm/Hand
2021-03-19,Wizards,Davis Bertans,Relinquished,Muscular
2021-03-20,Hawks,Brandon Goodwin,Relinquished,Illness
2021-03-20,Warriors,Kevon Looney,Relinquished,Illness
2021-03-21,Hornets,Lamelo Ball,Relinquished,Arm/Hand
2021-03-21,Lakers,Lebron James,Relinquished,Ankle/Foot
2021-03-21,Magic,Mohamed Bamba,Relinquished,Ankle/Foot
2021-03-21,Magic,Terrence Ross,Relinquished,Knee
2021-03-21,Nuggets,Greg Whittington,Relinquished,Knee
2021-03-21,Rockets,D.J. Augustine,Relinquished,Illness
2021-03-22,Bucks,Giannis Antetokounmpo,Relinquished,Knee
2021-03-22,Celtics,Kemba Walker,Relinquished,Knee
2021-03-22,Pacers,Malcolm Brogdon,Relinquished,Back
2021-03-22,Pacers,Myles Turner,Relinquished,Ankle/Foot
2021-03-22,Rockets,Victor Oladipo,Relinquished,Muscular
2021-03-23,Blazers,Anfernee Simons,Relinquished,Illness
2021-03-23,Blazers,Nassir Little,Relinquished,Illness
2021-03-23,Magic,Chasson Randle,Relinquished,Muscular
2021-03-23,Nets,Alize Johnson,Relinquished,Illness
2021-03-23,Suns,Abdel Nader,Relinquished,Knee
2021-03-24,Bucks,Bryn Forbes,Relinquished,Ankle/Foot
2021-03-24,Cavaliers,Collin Sexton,Relinquished,Muscular
2021-03-24,Nets,Landry Shamet,Relinquished,Ankle/Foot
2021-03-24,Raptors,Patrick Mccaw,Relinquished,Knee
2021-03-24,Thunder,Shai Gilgeous Alexander,Relinquished,Ankle/Foot
2021-03-25,Heat,K.Z. Okpala,Relinquished,Illness
2021-03-25,Knicks,Reggie Bullock,Relinquished,Ankle/Foot
2021-03-25,76ers,Ignas Brazdeikis,Relinquished,Illness
2021-03-25,Hawks,Louis Williams,Relinquished,Illness
2021-03-26,Blazers,Damian Lillard,Relinquished,Knee
2021-03-26,Bucks,Bobby Portis,Relinquished,Illness
2021-03-26,Bucks,P.J. Tucker,Relinquished,Muscular
2021-03-26,Cavaliers,Isaiah Hartenstein,Relinquished,Illness
2021-03-26,Celtics,Evan Fournier,Relinquished,Illness
2021-03-26,Hawks,De'Andre Hunter,Relinquished,Knee
2021-03-26,Jazz,Matt Thomas,Relinquished,Illness
2021-03-26,Magic,Jeff Teague,Relinquished,Illness
2021-03-26,Magic,Otto Porter Jr.,Relinquished,Illness
2021-03-26,Magic,R.J. Hampton,Relinquished,Illness
2021-03-26,Magic,Wendell Carter Jr.,Relinquished,Illness
2021-03-26,Mavericks,Luka Doncic,Relinquished,Back
2021-03-26,Mavericks,Nicolo Melli,Relinquished,Illness
2021-03-26,Nuggets,Aaron Gordon,Relinquished,Illness
2021-03-26,Nuggets,Gary Clark Jr.,Relinquished,Illness
2021-03-26,Nuggets,Javale Mcgee,Relinquished,Illness
2021-03-26,Pelicans,James Johnson,Relinquished,Illness
2021-03-26,Pelicans,Wesley Iwundu,Relinquished,Illness
2021-03-26,Pistons,Dennis Smith Jr.,Relinquished,Back
2021-03-26,Raptors,Deandre' Bembry,Relinquished,Illness
2021-03-26,Raptors,Paul Watson,Relinquished,Illness
2021-03-26,Rockets,Kelly Olynyk,Relinquished,Illness
2021-03-26,Timberwolves,Josh Okogie,Relinquished,Illness
2021-03-27,Blazers,Nassir Little,Relinquished,Arm/Hand
2021-03-27,Cavaliers,Jarrett Allen,Relinquished,Head
2021-03-27,Celtics,Kemba Walker,Relinquished,Knee
2021-03-27,Jazz,Mike Conley Jr.,Relinquished,Muscular
2021-03-27,Knicks,Terrance Ferguson,Relinquished,Illness
2021-03-27,Mavericks,Luka Doncic,Relinquished,Illness
2021-03-27,Pelicans,Jaxson Hayes,Relinquished,Arm/Hand
